logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg21584862 -0.234684990092087 0.71662360931843 -30.7073132488604 8.8855067011335e-76 2.55799890382723e-72 161.779722544755 1.58773303720864e-72 2.34987092769242e-51 6.31785132828515e-48
cg24747122 -0.185467813830713 0.769130103897127 -30.7050413898489 8.99059668239871e-76 2.5715542673342e-72 161.767924086978 1.59580127556203e-72 2.37284987249362e-51 6.33710152267245e-48
cg02724909 -0.104130482207134 0.730846959879236 -30.5145540881001 2.41451947485476e-75 6.84151248731051e-72 160.77659865808 4.24376047464512e-72 5.3712184416915e-51 1.41959869703932e-47
cg14338062 -0.112224131192205 0.564678491733781 -30.5138973842957 2.42277397699237e-75 6.84151248731051e-72 160.773173992482 4.24376047464512e-72 5.38638656207903e-51 1.41959869703932e-47
cg09800500 -0.200643604345123 0.841729189016409 -30.4282781087177 3.78213896740321e-75 1.0612538317003e-71 160.326257807928 6.58154117361106e-72 7.78144869371893e-51 2.03742058405656e-47
cg26767081 -0.14811122886598 0.280231397014839 -30.4147082857736 4.05906866749395e-75 1.1317959881661e-71 160.255349797638 7.01757768151344e-72 8.2489300391614e-51 2.14579664272606e-47
cg11737318 -0.215120818413311 0.665342102447085 -30.4052132125815 4.26486623109714e-75 1.18064344065596e-71 160.205721661735 7.32580352717074e-72 8.59269073689048e-51 2.22079844689218e-47
cg02697979 -0.0780590277018793 0.827359851333934 -30.3835897414052 4.77349934750203e-75 1.30635354797546e-71 160.092663610599 8.14692691702015e-72 9.43013772064202e-51 2.42161500531306e-47
cg05209514 -0.106322806411396 0.378364309571987 -30.3517619956859 5.63509474955201e-75 1.53268354383797e-71 159.926156219809 9.55615359717009e-72 1.08140217739275e-50 2.75930208622954e-47
cg03481488 -0.0521431602798983 0.685498065889936 -30.3032038940393 7.26009672891669e-75 1.96262549023865e-71 159.671902269914 1.22339547915095e-71 1.33279619051516e-50 3.37923440174073e-47
cg22137471 -0.170340677757547 0.573624701218675 -30.1668294978869 1.48119416205436e-74 3.95587700116569e-71 158.956402170545 2.48025548422088e-71 2.39889673115278e-50 6.04402274973564e-47
cg14983135 -0.111031800591239 0.425739991632606 -30.1581931177794 1.54972197428746e-74 4.11411281152424e-71 158.911019360843 2.57878633229653e-71 2.48995255177724e-50 6.23422899485876e-47
cg24544177 -0.129953596680328 0.69109747103235 -30.0454527237993 2.79897314558109e-74 7.38632352564412e-71 158.317805745683 4.62865068753801e-71 4.0510242176968e-50 1.00797700688711e-46
cg20228731 -0.144416584860445 0.630255354984732 -30.0322259622587 3.00027756169623e-74 7.87070446602089e-71 158.248114451335 4.93092016141581e-71 4.2892691660477e-50 1.06066917591392e-46
cg09501509 -0.0784869520227438 0.168110195732232 -30.0000541545343 3.55273813567807e-74 9.26516488557521e-71 158.078518907456 5.80306111884205e-71 4.92909742306135e-50 1.21141085149902e-46
cg00172872 -0.233876089575273 0.569696625014415 -29.8920564813466 6.27107065868643e-74 1.62586491693764e-70 157.50833600756 1.01807411952837e-70 7.86415532860637e-50 1.92096696722397e-46
cg18348690 -0.103352154389435 0.656056159590694 -29.8431192749343 8.1162592287177e-74 2.09202244126637e-70 157.249527347433 1.30964478145325e-70 9.72024753569183e-50 2.35996217702144e-46
cg23903301 -0.154931962186253 0.542320114766364 -29.8313216801501 8.63729418294302e-74 2.21345391771926e-70 157.187093586743 1.38532341550678e-70 1.02298899093615e-49 2.46873533980209e-46
cg20256009 -0.0980596728626876 0.397953806138065 -29.7954473511653 1.04373126768163e-73 2.65936728549718e-70 156.997145620263 1.6640017327399e-70 1.19502809483984e-49 2.86664098936055e-46
cg01725130 -0.13503355084928 0.826486506615475 -29.7700132089033 1.19375013051395e-73 3.0242261163561e-70 156.862386824655 1.89184565380601e-70 1.33431332454827e-49 3.18170714507249e-46
cg00320765 -0.119149780996843 0.719601939637555 -29.7680184852857 1.20639362003091e-73 3.03889181983946e-70 156.851814946986 1.90057003792008e-70 1.34590230159537e-49 3.19035119670162e-46
cg13571501 -0.123201099850464 0.563239644585965 -29.7129711490905 1.61375591299575e-73 4.04206651965742e-70 156.5598875735 2.52737960433773e-70 1.70881592695613e-49 4.02678112120557e-46
cg01115857 -0.0516916868049632 0.471272781403414 -29.679068549029 1.93076321238358e-73 4.80892373092449e-70 156.379921289575 3.00617636713505e-70 1.97964216386938e-49 4.63769567395121e-46
cg09374353 -0.0952780426380919 0.407168856174061 -29.5725833558301 3.3943196165589e-73 8.4069522203601e-70 155.813799460077 5.25419078456116e-70 3.14370206498177e-49 7.32191352661792e-46
cg23400056 -0.111777822589007 0.846858960433191 -29.5623915297848 3.58289474035779e-73 8.82470955544278e-70 155.759546526209 5.51403473560757e-70 3.28609032328196e-49 7.60930611002053e-46
cg27307975 -0.135859999317334 0.58096148423362 -29.5384121530558 4.06912994034746e-73 9.9669403647156e-70 155.631852550371 6.22635475346604e-70 3.64714231840994e-49 8.39682543157087e-46
cg25510838 -0.0811987853915533 0.736799555456571 -29.4295707641704 7.25640653874725e-73 1.75796163262365e-69 155.051417428606 1.103989921241e-69 5.85620833710714e-49 1.34057196190366e-45
cg24074594 -0.162609575725654 0.680825370505197 -29.4121041040607 7.96328776932538e-73 1.91872822077622e-69 154.958142332549 1.20465113334705e-69 6.31898098532861e-49 1.43828861494419e-45
cg15342087 -0.139943368832661 0.420030891606156 -29.3915346653751 8.88493770772462e-73 2.12922489363138e-69 154.84825240804 1.33648064054187e-69 6.91121377885326e-49 1.56420158819759e-45
cg00132149 -0.103701914109726 0.781580066554272 -29.313733727457 1.34506605187983e-72 3.20604448157261e-69 154.432164744524 2.01189430186856e-69 9.70075223551945e-49 2.18321784378736e-45
cg24859433 -0.141207342355586 0.419727609385463 -29.2992511269099 1.45311784447313e-72 3.44507043531768e-69 154.354632505219 2.16137118020341e-69 1.03331278007136e-48 2.31254627465474e-45
cg26788216 -0.107503263563818 0.435139465719102 -29.2834418984925 1.58104431988386e-72 3.72842207907421e-69 154.269970311527 2.33858462673026e-69 1.10707259379054e-48 2.46385562959022e-45
cg27063969 -0.0850022627215339 0.786168469478912 -29.2463207836087 1.92767742879003e-72 4.5218008816647e-69 154.071063404556 2.83555018870575e-69 1.30169820402678e-48 2.8810008923678e-45
cg24587208 -0.106284910330797 0.823992244937863 -29.1722686437551 2.86406155430082e-72 6.68294093477282e-69 153.673788036806 4.18979245983729e-69 1.7985181421304e-48 3.95872284250394e-45
cg06601203 -0.0701485989919753 0.536548407604594 -29.1688056917127 2.91762899564302e-72 6.77229044076632e-69 153.655194301974 4.24483220812822e-69 1.82592860653278e-48 3.99709403008458e-45
cg02126235 -0.0666590949814854 0.781777942543962 -29.1510283642088 3.2088780163548e-72 7.40953332045193e-69 153.559719893615 4.64319514017697e-69 1.97337900254928e-48 4.29639637868568e-45
cg21994822 -0.0665332937049775 0.460636942917461 -29.1484655227721 3.25320788861778e-72 7.47297249614292e-69 153.545952924759 4.68189467619881e-69 1.99559896851451e-48 4.32128792832889e-45
cg21190595 -0.0782182163478844 0.359152226655822 -29.1418548674775 3.37041309484588e-72 7.70229733141837e-69 153.510438527854 4.82449366528209e-69 2.05407888986719e-48 4.42400732212497e-45
cg08309251 -0.0976639658961258 0.444783507669327 -29.1221388078405 3.7457667650345e-72 8.5161832263791e-69 153.404487679764 5.33311166054283e-69 2.23890043219943e-48 4.79628339048399e-45
cg24576260 -0.0793970691118066 0.386771352657701 -29.0551011867033 5.36551136179913e-72 1.213651294981e-68 153.043898384954 7.59862165266904e-69 3.00143032100948e-48 6.39561155233954e-45
cg13781956 -0.0977685261656514 0.518879937176775 -28.9780087269973 8.11656787857917e-72 1.82660682052033e-68 152.628574239657 1.14338416185046e-68 4.20574907356227e-48 8.91442254332272e-45
cg09701700 -0.0964295457981451 0.312973275153576 -28.9508475522313 9.39242761244222e-72 2.09249127766601e-68 152.482081387539 1.31615126928609e-68 4.73692287144781e-48 9.98744439713965e-45
cg11210880 -0.154338543508038 0.611630216363439 -28.8688656808797 1.46010947486461e-71 3.23663927402712e-68 152.039389501294 2.03532423182481e-68 6.78432142843448e-48 1.42293384900589e-44
cg03492094 -0.0691517339334872 0.574296606583588 -28.8657466514866 1.48484788253363e-71 3.2751016414837e-68 152.022531528797 2.05902816147486e-68 6.87772714015887e-48 1.43501147994772e-44
cg11300809 -0.101584038826702 0.366014835626546 -28.847267121434 1.6402970115184e-71 3.6000621667356e-68 151.922628448237 2.26280294812723e-68 7.45819864447714e-48 1.54806181869026e-44
cg26118358 -0.083250944506919 0.319962452469928 -28.8429297225011 1.67909073070677e-71 3.66705144203449e-68 151.899174003087 2.30437940675135e-68 7.60141475172103e-48 1.56965555534118e-44
cg13298167 -0.0666566343540207 0.820357917679706 -28.8202812434255 1.89713602733335e-71 4.1229415717158e-68 151.776666584497 2.59027224116727e-68 8.39527673136934e-48 1.72469405717697e-44
cg26253134 -0.0843344154955817 0.211896248602644 -28.7906975757642 2.22535249387186e-71 4.81264500164946e-68 151.616555190365 3.02290356327174e-68 9.55880226348864e-48 1.95370536186512e-44
cg11637968 -0.178844951725145 0.677118030694888 -28.7632762249814 2.58032155876472e-71 5.55322776944596e-68 151.468054487893 3.48729876553547e-68 1.07812686330017e-47 2.19237733272156e-44
cg05256304 -0.0906687731052342 0.330289497881547 -28.7455492779182 2.83952603154744e-71 6.08155144868747e-68 151.372006778771 3.8182311417747e-68 1.16537974754891e-47 2.35783786711154e-44
cg01354782 -0.112104896386481 0.692047790569037 -28.7126759028571 3.391413971813e-71 7.22863583217077e-68 151.193794943603 4.53742312260136e-68 1.34636197477689e-47 2.71031908353332e-44
cg20938708 -0.161953704681716 0.737763548252803 -28.705829807931 3.51926218135526e-71 7.46524753113111e-68 151.156665118411 4.68493077526103e-68 1.38746318979393e-47 2.77909335772318e-44
cg27469726 -0.119737021607121 0.675700726548648 -28.6928733297889 3.77461608703503e-71 7.96878973932516e-68 151.086380456333 4.99986502418306e-68 1.46872413354706e-47 2.92722318089934e-44
cg03467706 -0.155866050900666 0.758632877809954 -28.6906816134603 3.81961576678382e-71 8.02557390178896e-68 151.074489150714 5.03442481235789e-68 1.48293472353585e-47 2.94091401539417e-44
cg16402006 -0.117884932605902 0.64068436968195 -28.617696184314 5.6696305919342e-71 1.18565347447608e-67 150.678177559353 7.43601533019716e-68 2.0438139046511e-47 4.03326700516298e-44
cg12394201 -0.0672178404446085 0.224645342218294 -28.5780585305696 7.02794344853781e-71 1.45597313287928e-67 150.462680722292 9.17232938246314e-68 2.43307395009426e-47 4.77789722412669e-44
cg10754341 -0.109860725026047 0.826753518411731 -28.574751037033 7.15508744758469e-71 1.47541896706376e-67 150.444690564932 9.29271539080263e-68 2.46873655096351e-47 4.82428046448034e-44
cg25114855 -0.102688638137231 0.84508983551688 -28.4973870110204 1.08870464916629e-70 2.23457637301242e-67 150.023521536281 1.40709820301102e-67 3.47025089736974e-47 6.74846992632476e-44
cg25922329 -0.0817709078868059 0.545530423511319 -28.443415352803 1.45971282101842e-70 2.98226728799975e-67 149.729280010721 1.877494305088e-67 4.40161111631972e-47 8.51830108486058e-44
cg20782252 -0.0913401065817501 0.881252577983884 -28.3294765374478 2.71408075275162e-70 5.51956875727711e-67 149.106974348472 3.4740893309951e-67 7.27444445801821e-47 1.40103233722874e-43
cg08553950 -0.0833250966787617 0.474618050040013 -28.3211692209002 2.83980001242332e-70 5.74887039775242e-67 149.061541434653 3.61762063217663e-67 7.54604662603187e-47 1.44638816726724e-43
cg24486958 -0.0661615199567489 0.611820424989105 -28.249385647667 4.20108658310435e-70 8.46599149057567e-67 148.66861291665 5.32627871803416e-67 1.03596744168701e-46 1.97623448743957e-43
cg03720572 -0.0993399473417054 0.560734012268632 -28.222953674353 4.85347679267801e-70 9.73642582904731e-67 148.523774990209 6.12423790706464e-67 1.16426506529767e-46 2.21045192057323e-43
cg03537386 -0.0601530289387051 0.419626588624228 -28.1659184078516 6.62906670118671e-70 1.32384850875564e-66 148.210957698317 8.32526524649557e-67 1.49802440353478e-46 2.83070550423583e-43
cg26826183 -0.160355109463064 0.708341593918193 -28.1627899990571 6.74347856809161e-70 1.34065797100218e-66 148.193788297854 8.42919167192211e-67 1.51888646433845e-46 2.85665221715864e-43
cg20093339 -0.100830977462306 0.517169637491969 -28.1294138827336 8.09470721103236e-70 1.60210878765782e-66 148.010539983564 1.00709148189323e-66 1.76043422634708e-46 3.2954725022569e-43
cg22805603 -0.0872318027999676 0.582988334758301 -28.0570346020477 1.2033903788076e-69 2.37117109920586e-66 147.612690916742 1.49021738735857e-66 2.42493645502652e-46 4.51828440844328e-43
cg11006453 -0.160172028987296 0.605454862244623 -28.0544017714427 1.22088769085288e-69 2.39500349839867e-66 147.598207151098 1.50488569953692e-66 2.45336230069975e-46 4.55008592774898e-43
cg18124517 -0.0780627427100127 0.58382894561938 -28.0135231059648 1.52777855606579e-69 2.98382555331859e-66 147.373218331267 1.87448611319606e-66 2.9401277500756e-46 5.42772866993645e-43
cg15551881 -0.0991990935540621 0.592901642601294 -28.009487190823 1.56199567897934e-69 3.03727319434236e-66 147.350994521543 1.90767718511571e-66 2.99315201353019e-46 5.50026915774353e-43
cg10371155 -0.162503397049547 0.511348557796668 -27.9357915344108 2.34141858758422e-69 4.53296593649242e-66 146.944845166426 2.84653480352462e-66 4.1489355501443e-46 7.5893439526413e-43
cg21066748 -0.0825767429363221 0.574151160724799 -27.9160222381874 2.6102755068346e-69 5.03149897283072e-66 146.83578234675 3.1589679426318e-66 4.52895486697446e-46 8.24682870594418e-43
cg16659773 -0.104559175036184 0.670112011531181 -27.8589411000156 3.57359429095856e-69 6.85854735992273e-66 146.520614939411 4.3052118126378e-66 5.83368974615892e-46 1.0574570004086e-42
cg12527440 -0.0853875288926927 0.744196809424736 -27.8383691974497 4.00232120638597e-69 7.64826331155848e-66 146.406933380672 4.79999203611138e-66 6.3912381533017e-46 1.15330370792118e-42
cg08555912 -0.050755269866305 0.759457751585018 -27.8166644754395 4.51078587505844e-69 8.58292202326248e-66 146.286936616605 5.38553558737456e-66 7.0375211332962e-46 1.26423122010913e-42
cg14812474 -0.134496393074719 0.602884431914146 -27.8142873161563 4.5702751138481e-69 8.6589526048019e-66 146.273790806247 5.43220156996472e-66 7.11217103875961e-46 1.27193768854816e-42
cg22785852 -0.0782441559396036 0.740469744751059 -27.8124966975628 4.61560554542831e-69 8.7076246541331e-66 146.263888146422 5.4616984664326e-66 7.16892559307605e-46 1.27638948193171e-42
cg01846046 -0.0877128823845254 0.842413689190114 -27.804155666259 4.83278491136003e-69 9.07871410242448e-66 146.217754648044 5.69338534203193e-66 7.43934155655169e-46 1.31867484432592e-42
cg11112729 -0.059691820925353 0.83660234040073 -27.6741793645349 9.9045797642862e-69 1.84500680750343e-65 145.49778469184 1.16169400430542e-65 1.32528531674937e-45 2.33881134130627e-42
cg18995788 -0.0859994163223742 0.320996319206645 -27.6270894486272 1.28516740268137e-68 2.38396940016555e-65 145.236439602764 1.50074327433329e-65 1.63401275404947e-45 2.87099381605829e-42
cg26307105 -0.105110770085285 0.47962379793655 -27.5838710459831 1.63262006635481e-68 3.01587102274114e-65 144.996345425937 1.89815292706045e-65 1.98046373235685e-45 3.46452000491331e-42
cg07706387 -0.0726078032516173 0.651711735144505 -27.5030509215738 2.55559952429695e-68 4.70126391826083e-65 144.546753847196 2.95832929291187e-65 2.83821688227385e-45 4.94344156664206e-42
cg20994118 -0.098914264884404 0.610406975431968 -27.5003450617737 2.59426419989662e-68 4.75267057401061e-65 144.531687837449 2.99008664966879e-65 2.87263365413246e-45 4.98172702120607e-42
cg17972058 -0.0740923636494338 0.59041833385514 -27.4963825292079 2.6519480541386e-68 4.83835372106139e-65 144.509623175435 3.04339679763721e-65 2.92379091337467e-45 5.04858868012114e-42
cg03957124 -0.120158607232003 0.478846462073527 -27.441054153272 3.60585345505633e-68 6.55174705930977e-65 144.201338258726 4.1203461524932e-65 3.74129703154664e-45 6.43247238391792e-42
cg14789659 -0.15520891230874 0.671088648883691 -27.4379513763012 3.66856513051065e-68 6.63848572281981e-65 144.184038872093 4.174091141228e-65 3.79340217133536e-45 6.49418555092423e-42
cg26960317 -0.082702277936748 0.778586927579437 -27.3976036149648 4.59109833136968e-68 8.27409234319551e-65 143.958975570718 5.20152012926956e-65 4.54106218889386e-45 7.74107453819918e-42
cg06772221 -0.0610561336085958 0.782813705943142 -27.3262757647401 6.82886668178538e-68 1.22571798074336e-64 143.560619500815 7.70403385252166e-65 6.24253354308276e-45 1.05964536710731e-41
cg10913077 -0.0442295918708929 0.717915610769539 -27.3181995949417 7.14314272267264e-68 1.2769577342561e-64 143.515476296205 8.02458409774903e-65 6.47166447861126e-45 1.09390424924077e-41
cg14302612 -0.0778841193359394 0.697257301241371 -27.3059468061121 7.64789866303581e-68 1.36170067834041e-64 143.4469719999 8.55552606957775e-65 6.83549332398944e-45 1.15054754067535e-41
cg23410129 -0.064268561471124 0.532843527851093 -27.2887901791996 8.41542270003483e-68 1.49236413227154e-64 143.351020112409 9.37474763365778e-65 7.37965332385144e-45 1.23694309735445e-41
cg15912732 0.104669676018501 0.817508755625505 27.2567472599833 1.00621081175007e-67 1.77727296295976e-64 143.171717836758 1.11624438955386e-64 9.29789839429187e-44 1.44931682750394e-40
